Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,20,22,27,15,18
13,8,25,26,3,8
12,9,25,27,4,9
13,8,26,27,3,10
14,9,26,26,4,11
15,8,25,26,5,12
14,9,25,27,4,13
15,10,25,26,5,14
16,11,24,26,4,15
17,12,24,25,3,16
16,13,25,25,2,17
17,14,24,25,3,16
16,15,25,25,4,15
17,16,24,25,5,16
16,17,25,25,6,15
17,16,26,25,7,14
18,15,25,25,8,15
19,16,25,24,9,14
18,17,25,25,10,13
19,18,25,24,11,14
20,17,25,25,12,13
21,18,25,24,13,14
22,19,25,25,12,15
23,18,25,26,11,16
24,19,25,27,12,17
25,20,25,26,13,16
26,21,24,26,12,17
27,22,25,26,11,18
26,21,24,26,12,17
27,20,24,25,13,18
28,19,23,25,14,17
27,20,23,26,13,18
28,19,23,27,14,19
29,20,22,27,15,18
