Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,1,4,20,14,5
14,3,4,20,6,1
15,2,4,20,5,2
14,3,4,20,4,3
15,4,4,20,3,4
16,3,4,20,4,5
15,4,4,20,5,4
16,3,4,20,4,5
15,4,4,20,3,6
16,5,4,20,4,5
15,6,4,20,5,6
16,5,4,20,6,5
17,4,4,20,7,6
18,3,4,20,8,7
17,4,4,20,7,8
18,5,4,20,6,9
19,4,4,20,5,10
18,5,4,20,4,11
19,4,4,20,5,10
20,5,4,20,4,11
19,6,4,20,5,10
20,5,4,20,6,11
21,4,4,20,7,10
22,5,4,20,8,9
23,4,4,20,9,8
22,5,4,20,10,9
23,4,4,20,11,8
24,3,4,20,12,7
25,2,4,20,13,6
26,1,4,20,14,5
27,0,4,20,13,6
28,1,4,20,14,5
