Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,14,1,6,18,28
17,11,1,6,7,29
16,12,1,6,6,28
17,11,1,6,7,29
18,10,1,6,7,29
17,11,1,6,6,28
18,10,1,6,7,27
19,9,1,6,8,26
18,10,1,6,9,27
17,11,1,6,10,28
16,12,1,6,11,27
17,11,1,6,12,28
18,10,1,6,13,27
17,11,1,6,14,28
16,12,1,6,15,27
15,13,1,6,14,28
16,14,1,6,15,29
17,15,1,6,16,28
18,14,1,6,15,29
19,13,1,6,16,28
20,14,1,6,17,29
21,15,1,6,16,28
22,16,1,6,17,29
23,15,1,6,17,29
24,14,1,6,17,29
23,15,1,6,17,29
24,14,1,6,18,28
25,15,1,6,17,29
26,14,1,6,17,29
25,15,1,6,17,29
26,14,1,6,16,28
27,15,1,6,17,29
28,14,1,6,18,28
