Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
23,29,21,16,28,18
5,25,13,25,18,10
6,26,14,25,17,11
7,27,15,25,18,12
8,26,14,25,19,11
9,27,14,24,18,12
8,28,14,23,19,13
9,29,14,22,20,12
9,29,14,21,21,13
9,29,14,20,22,12
10,28,15,21,21,13
11,27,15,20,20,14
12,28,15,21,21,13
13,27,16,21,22,14
12,28,16,20,23,13
13,27,17,19,24,12
12,28,18,20,23,13
13,27,19,20,24,12
14,26,20,20,23,13
15,25,20,19,24,12
16,26,19,19,23,13
17,25,19,20,22,14
16,26,20,20,23,15
17,25,20,19,22,16
18,24,19,19,21,17
19,23,20,18,22,18
20,24,21,18,23,17
21,25,22,18,24,16
20,26,21,17,25,17
21,27,20,17,26,16
22,28,21,17,27,17
23,29,21,16,28,18
