Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,16,14,11,6,26
15,4,14,11,6,16
16,5,14,11,7,17
17,6,14,11,8,16
18,7,14,11,7,17
19,8,14,11,6,18
20,7,14,11,5,19
19,8,14,11,4,20
20,9,14,11,5,19
19,10,14,11,6,18
20,9,14,11,7,17
19,10,14,11,6,18
20,11,14,11,7,17
19,12,14,11,8,16
20,13,14,11,9,17
21,14,14,11,8,18
20,15,14,11,7,19
21,14,14,11,8,20
22,13,14,11,7,21
23,12,14,11,6,22
24,11,14,11,5,23
23,12,14,11,4,24
24,13,14,11,5,25
25,12,14,11,6,24
26,13,14,11,5,25
27,14,14,11,6,24
28,15,14,11,5,25
29,16,14,11,6,26
