Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
22,25,7,6,29,15
8,13,7,6,9,5
9,12,7,6,8,6
10,13,7,6,9,7
9,14,7,6,8,8
10,15,7,6,9,7
11,14,7,6,10,6
12,15,7,6,11,7
13,14,7,6,12,6
14,15,7,6,11,7
13,16,7,6,12,8
14,17,7,6,13,9
13,18,7,6,12,10
12,19,7,6,13,9
11,20,7,6,14,8
12,19,7,6,13,9
13,18,7,6,12,10
14,19,7,6,13,9
13,20,7,6,12,10
14,19,7,6,13,9
15,20,7,6,14,8
14,21,7,6,13,9
13,22,7,6,14,8
12,23,7,6,15,7
11,24,7,6,16,6
12,23,7,6,17,7
13,22,7,6,18,6
14,21,7,6,19,5
15,20,7,6,20,4
16,19,7,6,21,5
17,20,7,6,22,6
18,19,7,6,23,7
19,20,7,6,22,8
18,21,7,6,21,9
19,22,7,6,20,10
20,21,7,6,21,9
19,22,7,6,22,8
18,23,7,6,21,9
17,24,7,6,22,10
16,25,7,6,21,11
17,26,7,6,22,10
18,27,7,6,23,9
19,28,7,6,24,10
18,29,7,6,23,11
19,28,7,6,24,12
18,29,7,6,25,11
19,28,7,6,26,12
18,29,7,6,25,13
17,28,7,6,26,14
18,27,7,6,27,13
19,26,7,6,26,14
20,27,7,6,27,15
21,26,7,6,28,14
22,25,7,6,29,15
