Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
16,10,8,27,25,16
7,5,8,27,12,5
8,6,8,27,13,6
7,7,8,27,14,7
8,6,8,27,15,8
7,7,8,27,14,9
8,8,8,27,15,8
7,9,8,27,16,9
8,8,8,27,17,8
7,9,8,27,16,9
6,10,8,27,17,10
7,9,8,27,16,11
8,8,8,27,17,12
9,7,8,27,16,13
10,6,8,27,15,14
11,5,8,27,14,15
10,6,8,27,15,14
11,5,8,27,16,15
12,6,8,27,17,14
13,5,8,27,18,15
12,6,8,27,19,14
13,7,8,27,20,13
14,8,8,27,21,12
15,7,8,27,20,13
14,8,8,27,21,12
15,9,8,27,22,11
16,8,8,27,21,12
17,7,8,27,22,13
18,6,8,27,23,12
17,7,8,27,22,13
18,6,8,27,23,14
17,7,8,27,22,15
16,8,8,27,23,14
17,9,8,27,24,15
16,10,8,27,25,16
