Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,15,20,21,25,2
3,14,20,21,20,1
4,15,20,21,19,2
5,16,20,21,20,1
6,17,20,21,19,2
7,16,20,21,20,1
6,17,20,21,19,2
5,18,20,21,20,1
6,19,20,21,19,2
7,20,20,21,18,3
8,21,20,21,19,4
9,20,20,21,20,3
8,21,20,21,21,2
9,22,20,21,22,1
10,23,20,21,21,2
9,24,20,21,22,3
10,23,20,21,21,4
11,22,20,21,22,3
12,23,20,21,23,2
13,22,20,21,24,3
14,23,20,21,23,4
15,22,20,21,22,5
16,21,20,21,23,4
17,20,20,21,22,5
18,19,20,21,23,4
19,18,20,21,24,3
20,17,20,21,23,4
21,16,20,21,24,3
22,17,20,21,25,2
23,16,20,21,24,3
24,15,20,21,25,2
