Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
20,7,6,22,21,19
9,2,6,22,14,16
10,1,6,22,15,15
9,2,6,22,14,16
8,3,6,22,15,15
7,4,6,22,14,16
8,3,6,22,15,15
9,2,6,22,16,14
8,3,6,22,15,13
7,4,6,22,16,12
8,3,6,22,17,13
7,4,6,22,16,14
8,5,6,22,15,13
9,4,6,22,14,14
10,3,6,22,13,15
11,4,6,22,14,14
12,3,6,22,15,15
13,4,6,22,16,14
12,5,6,22,15,13
13,6,6,22,16,12
14,5,6,22,17,11
15,4,6,22,16,12
16,3,6,22,17,13
15,4,6,22,18,14
16,3,6,22,19,15
17,4,6,22,20,16
18,3,6,22,19,17
19,4,6,22,20,18
20,5,6,22,21,17
21,6,6,22,22,18
20,7,6,22,21,19
