Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,4,23,18,18,29
20,3,23,18,3,28
19,4,23,18,4,27
20,5,23,18,3,28
21,4,23,18,4,27
20,5,23,18,5,26
21,6,23,18,6,27
20,7,23,18,5,28
19,8,23,18,4,29
20,7,23,18,5,28
19,8,23,18,6,27
20,7,23,18,7,28
21,6,23,18,6,29
20,7,23,18,7,28
19,8,23,18,8,29
20,7,23,18,9,28
19,8,23,18,10,29
18,9,23,18,11,28
19,8,23,18,10,29
18,9,23,18,10,29
19,8,23,18,9,28
20,7,23,18,10,29
19,8,23,18,11,28
18,9,23,18,10,29
19,8,23,18,11,28
20,7,23,18,12,27
21,6,23,18,11,28
22,7,23,18,12,27
21,8,23,18,13,26
22,7,23,18,14,27
23,6,23,18,15,28
24,5,23,18,16,29
23,6,23,18,16,29
24,5,23,18,16,29
25,4,23,18,16,29
24,5,23,18,17,28
25,4,23,18,18,27
26,3,23,18,19,26
27,2,23,18,18,27
28,3,23,18,19,28
27,4,23,18,18,29
26,3,23,18,17,28
27,2,23,18,18,27
28,3,23,18,19,28
29,4,23,18,18,29
