Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
12,28,11,12,29,9
5,27,11,12,14,0
4,28,11,12,15,1
3,29,11,12,14,2
4,28,11,12,15,3
3,29,11,12,16,4
2,28,11,12,15,5
3,29,11,12,16,6
3,29,11,12,17,5
2,28,11,12,16,6
1,29,11,12,17,5
1,29,11,12,16,6
2,28,11,12,17,5
3,27,11,12,18,4
4,26,11,12,17,5
5,25,11,12,18,4
6,24,11,12,19,3
7,25,11,12,18,4
8,26,11,12,17,5
9,25,11,12,18,6
10,24,11,12,19,5
9,25,11,12,20,4
8,26,11,12,19,5
9,27,11,12,20,6
10,26,11,12,21,5
11,27,11,12,22,6
12,28,11,12,23,7
13,27,11,12,24,8
12,28,11,12,25,9
13,29,11,12,26,8
13,29,11,12,27,7
13,29,11,12,28,8
12,28,11,12,29,9
