Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
17,27,14,8,28,27
5,27,15,2,11,22
6,28,15,3,10,23
7,27,15,4,11,24
8,26,16,4,12,25
7,27,15,4,13,26
8,26,16,4,14,27
9,25,17,4,15,28
10,24,17,3,16,29
9,25,17,2,16,29
10,26,17,3,16,29
11,25,16,3,17,28
10,26,17,3,18,27
11,27,18,3,19,28
12,26,17,3,18,29
11,27,17,4,17,28
12,28,17,5,18,27
13,27,18,5,19,28
14,28,17,5,20,29
15,27,17,4,19,28
16,26,17,5,20,27
17,27,16,5,21,26
18,28,15,5,22,25
17,29,16,5,23,26
18,28,16,6,24,25
19,29,15,6,25,26
19,29,15,7,24,27
18,28,15,8,25,26
17,29,14,8,26,27
16,28,14,9,27,28
17,27,14,8,28,27
