Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,18,3,4,16,17
17,13,3,4,17,10
18,12,3,4,18,11
19,11,3,4,17,12
20,12,3,4,18,11
21,11,3,4,19,12
22,10,3,4,18,13
21,11,3,4,17,14
22,12,3,4,16,15
23,11,3,4,15,14
24,10,3,4,16,15
23,11,3,4,15,14
24,10,3,4,16,15
23,11,3,4,15,14
24,12,3,4,16,15
25,13,3,4,15,14
24,14,3,4,14,15
25,13,3,4,15,14
24,14,3,4,16,13
23,15,3,4,17,14
24,14,3,4,16,15
25,15,3,4,15,14
26,16,3,4,16,13
25,17,3,4,17,14
26,18,3,4,16,15
25,19,3,4,15,14
26,20,3,4,14,15
27,19,3,4,15,16
28,18,3,4,16,17
