Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,15,4,7,19,27
11,6,4,7,8,26
12,7,4,7,7,27
13,8,4,7,6,28
14,7,4,7,7,27
15,6,4,7,8,26
16,5,4,7,9,25
17,4,4,7,10,24
18,5,4,7,9,25
19,6,4,7,10,26
18,7,4,7,9,27
19,8,4,7,10,26
20,9,4,7,11,25
19,10,4,7,12,24
20,11,4,7,11,25
19,12,4,7,12,24
18,13,4,7,11,25
17,14,4,7,12,24
18,15,4,7,13,25
19,14,4,7,14,26
20,13,4,7,13,27
21,12,4,7,14,26
20,13,4,7,15,25
21,12,4,7,14,26
22,11,4,7,15,25
23,12,4,7,14,26
22,13,4,7,15,25
23,14,4,7,16,26
24,15,4,7,15,27
25,14,4,7,16,26
26,13,4,7,17,25
27,14,4,7,18,26
28,15,4,7,17,25
27,16,4,7,18,24
28,15,4,7,19,25
27,16,4,7,20,26
28,15,4,7,19,27
