Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
23,27,19,0,29,28
11,23,19,0,21,28
12,24,19,0,22,27
11,25,19,0,21,28
10,26,19,0,22,27
11,25,19,0,23,28
12,24,19,0,24,27
13,23,19,0,23,28
12,24,19,0,22,29
13,25,19,0,23,28
14,24,19,0,24,29
13,25,19,0,25,28
12,26,19,0,26,27
13,27,19,0,27,28
14,28,19,0,28,29
15,27,19,0,27,28
14,28,19,0,26,29
15,29,19,0,25,28
16,28,19,0,24,29
17,27,19,0,24,29
18,26,19,0,23,28
19,27,19,0,24,27
20,26,19,0,25,28
21,25,19,0,24,29
22,24,19,0,25,28
21,25,19,0,26,29
20,26,19,0,25,28
21,27,19,0,26,27
22,26,19,0,25,28
23,25,19,0,24,29
24,24,19,0,25,28
25,25,19,0,24,29
26,24,19,0,24,29
27,23,19,0,25,28
26,22,19,0,24,29
25,23,19,0,23,28
24,24,19,0,24,29
23,25,19,0,25,28
22,26,19,0,26,29
23,27,19,0,27,28
24,26,19,0,28,29
23,27,19,0,28,29
24,26,19,0,28,29
23,27,19,0,29,28
