Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
15,23,2,1,29,23
3,17,2,1,23,23
4,18,2,1,24,22
5,19,2,1,25,21
6,18,2,1,26,20
7,17,2,1,25,21
8,18,2,1,26,22
7,19,2,1,27,23
8,18,2,1,26,24
9,17,2,1,25,25
10,18,2,1,26,26
11,17,2,1,27,25
10,18,2,1,28,24
9,19,2,1,27,23
8,20,2,1,28,22
7,21,2,1,27,23
8,20,2,1,28,22
9,21,2,1,27,21
10,22,2,1,28,22
9,23,2,1,27,23
8,24,2,1,28,24
7,25,2,1,27,23
8,24,2,1,28,22
9,23,2,1,27,21
10,22,2,1,28,22
11,21,2,1,27,23
12,22,2,1,28,22
13,21,2,1,27,21
14,22,2,1,28,22
15,23,2,1,29,23
