Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,18,11,14,20,22
14,16,8,13,6,16
13,17,7,13,5,17
14,16,7,14,6,18
13,17,8,14,7,19
14,16,8,15,6,20
15,15,8,16,7,19
16,14,9,16,8,20
15,15,10,16,7,21
16,14,9,16,6,22
17,13,10,16,5,23
18,12,9,16,6,24
19,11,10,16,5,25
20,10,11,16,6,24
21,11,11,17,7,23
20,12,10,17,8,24
21,13,10,18,9,25
22,12,10,17,10,24
21,13,11,17,11,25
22,12,11,18,12,24
21,13,11,17,11,23
22,12,12,17,12,22
23,11,12,16,11,23
22,12,11,16,12,22
23,13,10,16,13,21
24,12,10,17,12,22
25,13,9,17,13,21
26,14,8,18,14,20
27,15,8,17,15,21
28,16,9,17,16,20
27,15,9,16,17,19
26,16,9,17,18,20
25,17,9,16,19,19
26,16,9,15,18,20
25,17,9,14,19,19
24,18,10,13,20,20
25,17,9,13,21,21
26,18,10,13,20,22
27,19,10,14,21,21
28,18,11,14,20,22
