Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,6,20,23,22,23
7,4,20,23,13,22
8,3,20,23,14,23
9,2,20,23,13,24
10,3,20,23,14,25
11,2,20,23,15,24
12,1,20,23,14,25
13,0,20,23,15,24
13,0,20,23,14,25
14,1,20,23,15,26
15,0,20,23,16,27
14,1,20,23,17,26
15,2,20,23,18,27
14,3,20,23,17,28
13,4,20,23,18,29
12,5,20,23,17,28
13,4,20,23,16,29
14,3,20,23,16,29
15,4,20,23,16,29
16,3,20,23,15,28
17,2,20,23,16,27
16,3,20,23,17,28
17,2,20,23,16,29
18,3,20,23,17,28
19,2,20,23,18,27
20,3,20,23,19,26
21,4,20,23,20,25
20,5,20,23,21,24
21,6,20,23,22,23
