Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
19,11,20,27,20,28
5,11,20,27,10,28
4,12,20,27,9,29
5,11,20,27,8,28
6,10,20,27,7,29
7,9,20,27,7,29
8,10,20,27,8,28
9,9,20,27,9,27
10,8,20,27,8,28
11,9,20,27,9,27
12,8,20,27,8,28
13,7,20,27,9,27
14,8,20,27,10,28
13,9,20,27,11,27
14,8,20,27,12,28
15,7,20,27,13,27
16,8,20,27,14,28
15,9,20,27,15,29
16,8,20,27,15,29
17,9,20,27,16,28
18,10,20,27,17,27
17,9,20,27,16,28
18,8,20,27,17,27
19,9,20,27,18,28
18,10,20,27,17,29
17,9,20,27,18,28
18,10,20,27,19,27
17,9,20,27,18,28
18,10,20,27,19,27
19,11,20,27,20,28
