Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
26,23,8,5,29,25
11,28,8,5,16,24
12,29,8,5,17,25
11,28,8,5,16,26
10,29,8,5,15,27
9,28,8,5,16,26
10,29,8,5,17,27
9,28,8,5,18,26
10,27,8,5,17,27
11,26,8,5,18,26
12,27,8,5,19,27
13,28,8,5,20,26
12,29,8,5,21,27
13,28,8,5,22,26
14,29,8,5,23,25
13,28,8,5,24,24
14,27,8,5,25,23
13,28,8,5,24,24
14,27,8,5,23,25
15,26,8,5,24,24
16,27,8,5,23,25
17,28,8,5,24,26
18,29,8,5,25,25
17,28,8,5,26,26
18,27,8,5,27,25
19,26,8,5,28,24
20,27,8,5,27,25
21,26,8,5,28,24
22,27,8,5,27,25
23,26,8,5,28,26
24,25,8,5,27,25
25,24,8,5,28,24
26,23,8,5,29,25
