Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,11,3,22,29,4
11,3,3,22,13,0
12,4,3,22,14,1
13,5,3,22,15,0
12,6,3,22,16,1
13,7,3,22,17,2
12,8,3,22,18,3
13,9,3,22,19,2
14,10,3,22,18,3
15,11,3,22,17,4
16,12,3,22,18,3
17,13,3,22,19,2
16,14,3,22,20,3
15,13,3,22,21,2
16,12,3,22,22,3
15,13,3,22,21,4
16,12,3,22,22,3
15,13,3,22,21,4
16,14,3,22,22,5
15,13,3,22,21,6
16,12,3,22,22,5
17,11,3,22,23,4
18,10,3,22,22,5
19,9,3,22,21,6
18,10,3,22,22,5
19,9,3,22,21,6
18,10,3,22,22,5
19,9,3,22,23,6
18,10,3,22,24,5
19,11,3,22,25,6
18,12,3,22,26,5
19,13,3,22,27,4
20,12,3,22,28,3
21,11,3,22,29,4
