Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
17,26,24,23,18,29
5,26,23,18,17,24
6,25,23,19,18,23
7,24,22,19,17,24
8,25,23,19,16,25
9,26,24,19,15,26
10,27,23,19,16,25
11,26,23,18,17,24
12,27,23,19,18,25
13,26,23,20,19,24
14,27,23,21,20,25
15,26,23,22,21,24
16,25,24,23,20,25
17,24,24,24,19,26
16,25,25,24,20,27
17,26,24,24,19,28
16,27,23,24,20,27
15,26,22,23,21,28
16,25,23,23,20,29
15,26,23,22,20,29
14,27,24,22,21,28
15,28,23,22,20,29
16,27,24,22,21,28
15,26,23,22,20,29
16,25,24,22,19,28
17,26,24,23,18,29
