Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
22,18,25,14,28,18
13,9,25,14,23,15
14,8,25,14,24,14
15,9,25,14,25,13
16,10,25,14,24,14
15,11,25,14,25,15
16,12,25,14,26,14
15,13,25,14,25,15
16,12,25,14,24,16
15,13,25,14,25,15
14,14,25,14,26,16
15,13,25,14,27,15
16,12,25,14,28,16
15,13,25,14,27,17
14,14,25,14,26,16
15,15,25,14,25,17
16,14,25,14,24,18
17,13,25,14,25,17
16,14,25,14,26,16
15,15,25,14,25,17
16,14,25,14,24,18
17,15,25,14,25,17
18,16,25,14,26,18
19,15,25,14,27,17
18,16,25,14,26,16
19,15,25,14,27,15
20,16,25,14,28,16
21,17,25,14,27,17
22,18,25,14,28,18
