Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
19,28,25,19,19,5
9,12,25,19,10,0
8,13,25,19,10,0
9,14,25,19,10,0
10,15,25,19,10,0
9,16,25,19,10,0
10,15,25,19,10,0
11,16,25,19,10,0
12,15,25,19,10,0
13,14,25,19,10,0
14,13,25,19,9,1
13,14,25,19,10,0
14,15,25,19,9,1
15,16,25,19,8,2
16,17,25,19,9,3
15,18,25,19,10,2
14,19,25,19,9,3
13,20,25,19,10,2
14,19,25,19,11,1
15,18,25,19,12,0
16,19,25,19,12,0
15,20,25,19,12,0
14,21,25,19,12,0
15,22,25,19,11,1
16,23,25,19,12,2
15,24,25,19,13,3
14,25,25,19,12,4
13,26,25,19,13,5
14,27,25,19,14,4
15,26,25,19,15,3
16,27,25,19,14,4
15,28,25,19,15,5
16,27,25,19,16,4
17,28,25,19,17,3
16,29,25,19,18,4
17,28,25,19,19,3
18,27,25,19,20,4
19,28,25,19,19,5
