Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,23,12,10,28,24
23,23,12,10,18,28
24,24,12,10,17,29
25,25,12,10,16,28
26,24,12,10,17,27
25,25,12,10,18,28
26,24,12,10,19,27
25,25,12,10,20,26
26,24,12,10,21,27
27,23,12,10,22,26
28,22,12,10,23,25
27,21,12,10,24,24
28,22,12,10,25,23
27,21,12,10,24,24
28,22,12,10,25,25
27,21,12,10,24,26
28,22,12,10,23,27
27,23,12,10,24,26
28,22,12,10,25,27
27,21,12,10,26,26
28,20,12,10,27,25
27,21,12,10,26,26
26,22,12,10,27,25
27,23,12,10,28,24
28,22,12,10,27,23
29,23,12,10,28,24
