Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
20,29,18,29,20,29
2,29,12,20,23,24
2,29,11,20,24,23
3,28,12,20,23,24
2,29,13,20,24,23
2,29,14,20,25,24
1,28,14,19,24,25
2,29,14,18,25,26
3,28,14,19,26,27
4,29,15,19,27,28
3,28,16,19,28,29
4,29,16,18,27,28
4,29,16,19,26,29
3,28,16,18,26,29
4,27,17,18,26,29
3,28,18,18,25,28
4,27,19,18,24,29
3,28,20,18,23,28
4,27,21,18,22,29
5,28,20,17,21,28
4,29,19,17,22,29
4,29,20,17,21,28
4,29,20,16,20,29
4,29,21,16,20,29
5,28,21,15,20,29
6,27,21,16,19,28
7,26,21,17,18,29
8,25,22,17,19,28
9,26,21,18,20,27
8,27,22,19,19,28
9,28,21,18,18,29
10,27,22,19,18,29
11,26,21,18,18,29
12,25,20,17,17,28
13,26,19,17,18,27
12,27,20,17,19,26
13,28,20,18,18,27
14,27,20,19,19,28
15,26,20,20,20,29
16,25,20,21,19,28
17,24,21,21,20,27
18,25,20,21,21,28
17,26,19,21,22,29
18,27,19,22,21,28
19,26,20,22,22,27
18,27,20,23,23,26
17,28,19,23,22,27
16,29,19,24,23,26
16,29,18,24,24,27
15,28,18,23,23,28
16,29,17,24,22,29
15,28,18,25,21,28
16,29,17,26,20,29
17,28,18,27,20,29
18,29,19,28,20,29
19,28,18,29,21,28
20,29,18,29,20,29
