Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,25,5,13,24,18
10,16,5,13,7,9
11,17,5,13,8,10
12,16,5,13,9,11
11,17,5,13,10,10
12,16,5,13,11,9
11,17,5,13,10,10
12,18,5,13,11,11
11,19,5,13,12,10
10,20,5,13,11,11
11,19,5,13,12,10
12,20,5,13,13,11
13,21,5,13,12,12
14,22,5,13,13,11
15,21,5,13,14,10
16,20,5,13,15,11
17,19,5,13,14,12
18,18,5,13,15,11
17,19,5,13,14,12
18,20,5,13,15,13
19,21,5,13,16,14
20,22,5,13,17,15
21,21,5,13,18,16
22,22,5,13,19,15
23,21,5,13,18,16
24,20,5,13,19,17
23,21,5,13,20,16
24,20,5,13,21,17
25,21,5,13,22,18
24,22,5,13,23,17
23,23,5,13,22,18
24,22,5,13,23,19
23,23,5,13,22,20
24,24,5,13,23,19
25,25,5,13,22,20
26,24,5,13,23,19
27,25,5,13,22,20
28,24,5,13,23,19
29,25,5,13,24,18
