Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
23,25,23,20,26,23
16,28,19,16,6,15
17,27,19,15,5,16
18,28,19,14,6,15
17,29,19,13,7,14
17,29,18,13,6,15
16,28,18,12,5,16
15,29,18,13,6,15
15,29,18,12,5,16
14,28,19,12,4,17
13,29,18,12,5,16
12,28,18,13,6,17
11,29,17,13,7,16
12,28,17,14,6,17
13,29,17,15,7,16
13,29,18,15,8,17
12,28,18,14,7,18
11,29,17,14,8,19
12,28,18,14,9,18
13,27,17,14,10,19
14,26,16,14,11,20
15,25,17,14,12,21
16,24,17,15,13,20
15,25,17,14,14,21
16,24,18,14,15,20
17,23,19,14,14,21
16,22,18,14,15,20
17,21,19,14,16,19
18,22,19,15,15,20
17,21,18,15,14,21
16,22,18,16,13,22
17,21,17,16,14,23
16,22,18,16,15,22
17,23,17,16,14,23
16,22,17,17,15,22
17,23,17,18,16,21
16,22,17,17,17,20
17,21,17,16,18,19
18,20,17,17,19,18
17,21,18,17,20,17
18,20,18,18,21,18
19,21,19,17,22,19
18,22,18,17,21,20
19,21,19,18,22,19
20,20,20,18,23,18
19,21,21,17,24,17
20,22,21,18,23,18
21,23,21,17,22,19
22,22,22,17,23,20
23,23,22,18,24,21
22,24,22,19,25,22
23,25,23,20,26,23
