Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,27,21,8,15,28
17,29,21,8,5,20
16,28,21,8,6,19
17,29,21,8,5,20
18,28,21,8,6,19
19,27,21,8,7,20
18,28,21,8,8,19
19,29,21,8,7,20
20,28,21,8,8,21
21,29,21,8,9,20
22,28,21,8,10,19
21,29,21,8,11,18
22,28,21,8,10,19
21,29,21,8,11,18
20,28,21,8,12,17
21,29,21,8,13,18
20,28,21,8,12,19
21,27,21,8,11,20
22,26,21,8,12,21
23,27,21,8,11,22
24,28,21,8,10,23
23,29,21,8,11,24
24,28,21,8,12,23
25,27,21,8,11,24
24,28,21,8,12,25
25,27,21,8,13,26
26,28,21,8,14,25
25,29,21,8,13,26
26,28,21,8,14,25
27,27,21,8,13,26
26,28,21,8,14,27
27,27,21,8,13,28
28,26,21,8,14,29
29,27,21,8,15,28
